"codename","en_title","cn_title","stripped_title","en_text","cn_text","stripped_text","advancement_requirement","agenda_points","attribution","base_link","type_codename","subtype_codenames","cost","deck_limit","designed_by","faction_codename","influence_cost","influence_limit","is_unique","memory_cost","minimum_deck_size","pronouns","pronunciation_approx","pronunciation_ipa","side_codename","strength","trash_cost"
"swordsman","Swordsman","剑客","Swordsman","The Runner cannot break subroutines on this ice using <strong>AI</strong> programs.
[subroutine] Trash 1 installed <strong>AI</strong> program.
[subroutine] Do 1 net damage.","潜袭者不能使用<strong>智能模块</strong>程序破解本防火墙上的子进程。
[subroutine] 销毁1个已安装的<strong>智能模块</strong>程序。
[subroutine] 造成1点网域伤害。","The Runner cannot break subroutines on this ice using AI programs. Subroutine Trash 1 installed AI program. Subroutine Do 1 net damage.","","","","","ice","[""sentry"", ""ap"", ""destroyer""]","3","3","fantasy_flight_games","jinteki","1","","False","","","","","","corp","2",""
"symmetrical_visage","Symmetrical Visage","匀称容貌","Symmetrical Visage","The first time you spend [click] to draw 1 card (not through a card ability) each turn, gain 1[credit].","每回合你第一次花费[click]（不通过卡牌能力）来补一张卡牌时，获得1[credit]。","The first time you spend click to draw 1 card (not through a card ability) each turn, gain 1 credit.","","","","","resource","[""genetics""]","2","3","fantasy_flight_games","neutral_runner","0","","True","","","","","","runner","",""
"syn_attack","SYN Attack","","SYN Attack","As an additional cost to play this event, spend [click].
The Corp must either discard 2 cards or draw 4 cards.","","As an additional cost to play this event, spend click. The Corp must either discard 2 cards or draw 4 cards.","","","","","event","[""double""]","2","3","fantasy_flight_games","criminal","3","","False","","","","","","runner","",""
"sync_bre","SYNC BRE","信网同步BRE","SYNC BRE","[subroutine] Trace[4]. If successful, give the Runner 1 tag.
[subroutine] Trace[2]. If successful, whenever the Runner breaches a server for the remainder of this run, they access 1 fewer card.","[subroutine] <trace>追踪 4</trace> 如果成功，给予潜袭者1枚锁定标记。
[subroutine] <trace>追踪 2</trace> 如果成功，每当潜袭者读取卡牌时，他/她减少读取一张。","Subroutine Trace[4]. If successful, give the Runner 1 tag. Subroutine Trace[2]. If successful, whenever the Runner breaches a server for the remainder of this run, they access 1 fewer card.","","","","","ice","[""sentry"", ""tracer""]","4","3","fantasy_flight_games","nbn","3","","False","","","","","","corp","6",""
"sync_everything_everywhere","SYNC: Everything, Everywhere","信网同步: 随事随地","SYNC: Everything, Everywhere","[click]: Flip this identity.
The Runner pays 1[credit] more when spending a [click] to remove a tag (not through a card ability).","[click]: 将本特性翻转。
潜袭者花费[click]（不通过卡牌能力）来移除1枚锁定标记时多支付1[credit]。
背面：
[click]: 将本特性翻转。
你花费[click]（不通过卡牌能力）来销毁一个资源时少支付2[credit]。","click: Flip this identity. The Runner pays 1 credit more when spending a click to remove a tag (not through a card ability).","","","","","corp_identity","[""division""]","","1","fantasy_flight_games","nbn","","15","False","","40","","","","corp","",""
"sync_rerouting","SYNC Rerouting","信网改道","SYNC Rerouting","Play only if there is no active <strong>lockdown</strong>. This operation is not trashed until your next turn begins.
Whenever a run begins, give the Runner 1 tag unless they pay 4[credit].","只有当前没有正在生效的<strong>封锁</strong>时，才能打出。直到你的下回合开始前，本事务不会被销毁。
每当一次潜袭开始时，给予潜袭者1枚锁定标记，除非其支付4[credit]。","Play only if there is no active lockdown. This operation is not trashed until your next turn begins. Whenever a run begins, give the Runner 1 tag unless they pay 4 credits.","","","","","operation","[""lockdown""]","0","3","null_signal_games","nbn","3","","False","","","","","","corp","","3"
"synth_dna_modification","Synth DNA Modification","合成DNA修饰","Synth DNA Modification","The first time a subroutine on a piece of <strong>AP</strong> ice is broken each turn, do 1 net damage.","每回合第一次一层<strong>杀伤</strong>防火墙上的子进程被破解时，造成1点网域伤害。","The first time a subroutine on a piece of AP ice is broken each turn, do 1 net damage.","","","","","asset","","2","3","fantasy_flight_games","jinteki","1","","False","","","","","","corp","","2"
"synthetic_blood","Synthetic Blood","合成血液","Synthetic Blood","The first time you take damage each turn, draw 1 card.","每回合你第一次承受伤害时，补一张卡牌。","The first time you take damage each turn, draw 1 card.","","","","","resource","[""genetics""]","3","3","fantasy_flight_games","shaper","2","","True","","","","","","runner","",""
"synthetic_systems_the_world_re_imagined","Synthetic Systems: The World Re-imagined","合成系统: 世界重构","Synthetic Systems: The World Re-imagined","Draft format only.
If you have more [jinteki] cards rezzed than any other faction, when your turn begins, you may swap 2 pieces of installed ice.","轮抽赛制限定。
如果你具有已激活的[jinteki]卡牌多于其它任何派系，则当你的回合开始时，你可以将两层已安装的防火墙互换。","Draft format only. If you have more jinteki cards rezzed than any other faction, when your turn begins, you may swap 2 pieces of installed ice.","","","","","corp_identity","[""division""]","","1","fantasy_flight_games","jinteki","","","False","","30","","","","corp","",""
"system_outage","System Outage","系统停运","System Outage","This event is not trashed until another <strong>current</strong> is played or an agenda is scored.
Whenever the Corp draws 1 or more cards, if it is not the first time they have drawn cards this turn, they lose 1[credit].","本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被计分。
每当公司补一张或更多的卡牌时，如果这不是本回合他/她第一次补牌，他/她失去1[credit]。","This event is not trashed until another current is played or an agenda is scored. Whenever the Corp draws 1 or more cards, if it is not the first time they have drawn cards this turn, they lose 1 credit.","","","","","event","[""current""]","1","3","fantasy_flight_games","anarch","2","","False","","","","","","runner","",""
"system_seizure","System Seizure","","System Seizure","This event is not trashed until another <strong>current</strong> is played or an agenda is scored.
[interrupt] → The first time each turn you would increase the strength of an <strong>icebreaker</strong>, for the remainder of the run that <strong>icebreaker</strong> gains ""Abilities that increase this program's strength last for the remainder of the run <em>(instead of any shorter duration)</em>.""","","This event is not trashed until another current is played or an agenda is scored. Interrupt -> The first time each turn you would increase the strength of an icebreaker, for the remainder of the run that icebreaker gains ""Abilities that increase this program's strength last for the remainder of the run (instead of any shorter duration).""","","","","","event","[""current""]","0","3","fantasy_flight_games","shaper","1","","False","","","","","","runner","",""
"t400_memory_diamond","T400 Memory Diamond","T400记忆钻石","T400 Memory Diamond","+1[mu]
You get +1 maximum hand size.","+1[mu]
你的手牌上限+1。","+1 mu You get +1 maximum hand size.","","","","","hardware","[""chip""]","2","3","null_signal_games","neutral_runner","0","","False","","","","","","runner","",""
"takobi","Takobi","","Takobi","Whenever you fully break a piece of ice, you may place 1 power counter on this program.
<strong>2 hosted power counters:</strong> Choose 1 installed non-<strong>AI</strong> <strong>icebreaker</strong>. That <strong>icebreaker</strong> gets +3 strength for the remainder of the current encounter.","","Whenever you fully break a piece of ice, you may place 1 power counter on this program. 2 hosted power counters: Choose 1 installed non-AI icebreaker. That icebreaker gets +3 strength for the remainder of the current encounter.","","","","","program","","2","3","fantasy_flight_games","shaper","3","","True","1","","","","","runner","",""
"tallie_perrault","Tallie Perrault","塔莉·贝洛特","Tallie Perrault","Whenever a <strong>gray ops</strong> or <strong>black ops</strong> operation is trashed after resolving, you may give the Corp 1 bad publicity and take 1 tag.
[trash]: Draw 1 card for each bad publicity the Corp has.","每当<strong>灰色行动</strong>或<strong>黑色行动</strong>事务在结算后被销毁时，你可以给予公司1枚负面声誉标记并拿取1枚锁定标记。
[trash]: 公司每有1枚负面声誉标记，补一张卡牌。","Whenever a gray ops or black ops operation is trashed after resolving, you may give the Corp 1 bad publicity and take 1 tag. trash: Draw 1 card for each bad publicity the Corp has.","","","","","resource","[""connection""]","2","3","fantasy_flight_games","anarch","3","","True","","","","","","runner","",""
